order_id,customer_id,store_id,item,size,timestamp,amount,coupon_applied,satisfaction_rating
51215,1083,2101,Sandwich,S,10-06-2025 00:15,372,NO,3
51216,1444,2065,Hot Cocoa,M,02-10-2025 21:33,446,YES,2
51217,1458,2115,Espresso,L,30-08-2025 10:02,81,YES,5
51218,1090,2113,Cappuccino,S,16-06-2025 23:27,249,YES,5
51219,1240,2195,Hot Cocoa,M,23-10-2025 18:47,137,YES,4
51220,1363,2084,Americano,L,22-09-2025 15:01,345,YES,2
51221,1077,2008,Tea,S,07-11-2025 05:50,266,NO,1
51222,1281,2049,Mocha,S,24-11-2025 17:54,102,NO,5
51223,1251,2156,Espresso,L,11-09-2025 23:23,339,NO,3
51224,1351,2054,Americano,L,24-10-2025 10:04,440,NO,5
51225,1183,2048,Americano,L,18-09-2025 02:19,281,YES,1
51226,1104,2005,Mocha,M,22-07-2025 02:16,278,YES,5
51227,1438,2147,Americano,S,03-09-2025 13:51,114,NO,2
51228,1489,2054,Americano,L,27-11-2025 16:35,127,YES,2
51229,1330,2148,Cold Coffee,L,28-09-2025 04:09,463,NO,1
51230,1048,2078,Muffin,M,30-07-2025 00:52,414,YES,1
51231,1314,2051,Muffin,L,25-08-2025 21:51,320,YES,2
51232,1352,2152,Muffin,S,02-10-2025 09:50,138,YES,4
51233,1025,2163,Sandwich,L,05-07-2025 16:28,139,YES,2
51234,1061,2176,Mocha,M,04-09-2025 19:23,465,YES,1
51235,1059,2156,Hot Cocoa,S,28-06-2025 02:21,275,NO,1
51236,1067,2047,Muffin,S,04-10-2025 02:53,449,YES,4
51237,1070,2186,Cappuccino,L,28-10-2025 09:46,350,NO,2
51238,1102,2160,Muffin,L,17-07-2025 18:49,98,NO,5
51239,1099,2111,Cold Coffee,M,16-07-2025 16:19,354,YES,2
51240,1234,2167,Muffin,M,04-11-2025 00:32,346,YES,2
51241,1392,2073,Americano,S,23-06-2025 16:59,225,YES,5
51242,1350,2102,Americano,M,20-11-2025 04:15,84,NO,2
51243,1077,2153,Cold Coffee,M,01-07-2025 05:23,88,YES,3
51244,1496,2090,Tea,S,10-11-2025 14:08,459,YES,2
51245,1367,2171,Cold Coffee,L,12-08-2025 06:01,145,NO,1
51246,1398,2025,Tea,M,29-06-2025 06:02,152,NO,2
51247,1218,2092,Cold Coffee,L,16-08-2025 10:00,278,NO,2
51248,1109,2007,Mocha,S,25-11-2025 15:57,460,YES,1
51249,1073,2124,Americano,M,30-06-2025 02:50,265,YES,4
51250,1119,2143,Hot Cocoa,M,17-06-2025 22:09,165,YES,4
51251,1369,2185,Cappuccino,M,27-08-2025 23:19,382,YES,4
51252,1117,2034,Hot Cocoa,M,17-09-2025 07:57,412,YES,3
51253,1164,2067,Sandwich,L,06-10-2025 21:11,408,YES,2
51254,1360,2182,Sandwich,S,24-07-2025 16:46,110,YES,1
51255,1316,2093,Sandwich,M,23-09-2025 19:31,473,NO,3
51256,1217,2079,Sandwich,S,17-08-2025 05:33,306,NO,3
51257,1146,2109,Cappuccino,S,25-07-2025 00:09,325,YES,2
51258,1429,2065,Latte,M,06-06-2025 17:49,136,YES,5
51259,1031,2197,Muffin,L,30-06-2025 00:37,99,YES,1
51260,1413,2189,Sandwich,L,20-07-2025 20:16,131,NO,4
51261,1142,2196,Sandwich,M,07-07-2025 15:29,296,YES,5
51262,1007,2133,Muffin,L,14-10-2025 08:25,267,NO,1
51263,1076,2152,Sandwich,L,27-06-2025 05:15,255,YES,4
51264,1044,2051,Latte,S,24-08-2025 13:15,311,YES,2
51265,1028,2119,Cold Coffee,M,21-06-2025 16:33,104,NO,3
51266,1497,2136,Latte,M,03-08-2025 12:18,182,NO,2
51267,1059,2181,Espresso,S,09-06-2025 14:19,369,NO,2
51268,1179,2137,Cappuccino,L,14-08-2025 05:04,308,NO,4
51269,1306,2065,Latte,S,15-07-2025 22:25,141,YES,3
51270,1102,2172,Tea,L,23-08-2025 09:15,160,NO,3
51271,1430,2112,Tea,M,13-11-2025 01:27,156,YES,3
51272,1300,2017,Muffin,S,14-11-2025 12:24,150,NO,1
51273,1017,2015,Muffin,M,25-08-2025 18:13,297,YES,3
51274,1495,2085,Mocha,L,11-06-2025 01:17,466,YES,1
51275,1026,2115,Espresso,M,13-10-2025 15:23,319,YES,3
51276,1020,2006,Cold Coffee,L,22-07-2025 00:42,358,YES,5
51277,1388,2180,Tea,L,19-10-2025 10:44,218,YES,3
51278,1128,2171,Mocha,S,06-08-2025 16:52,481,YES,1
51279,1131,2157,Tea,L,03-08-2025 00:08,411,NO,4
51280,1402,2156,Sandwich,M,08-10-2025 06:30,194,YES,2
51281,1238,2152,Muffin,L,29-06-2025 13:38,496,NO,4
51282,1309,2143,Tea,M,26-06-2025 00:42,290,NO,1
51283,1077,2056,Mocha,M,15-06-2025 17:56,328,NO,5
51284,1137,2064,Tea,S,01-11-2025 05:11,245,NO,2
51285,1108,2189,Hot Cocoa,L,14-10-2025 06:16,382,NO,5
51286,1292,2030,Muffin,S,19-06-2025 05:19,444,NO,2
51287,1453,2111,Tea,S,17-07-2025 20:00,319,YES,5
51288,1236,2139,Hot Cocoa,S,23-06-2025 11:58,290,YES,2
51289,1339,2171,Mocha,S,06-10-2025 16:57,491,NO,1
51290,1436,2140,Cold Coffee,S,16-08-2025 22:31,430,NO,2
51291,1460,2029,Hot Cocoa,M,10-06-2025 13:33,454,NO,5
51292,1016,2019,Americano,M,26-11-2025 20:12,213,NO,5
51293,1071,2042,Muffin,M,24-11-2025 03:01,262,YES,5
51294,1226,2130,Muffin,M,08-06-2025 10:51,356,YES,1
51295,1416,2007,Mocha,L,15-06-2025 07:18,294,NO,3
51296,1243,2171,Muffin,S,16-11-2025 17:39,176,NO,5
51297,1044,2077,Sandwich,M,23-06-2025 23:32,471,YES,2
51298,1262,2128,Espresso,L,28-07-2025 17:19,485,YES,5
51299,1344,2109,Americano,L,05-07-2025 10:11,317,NO,5
51300,1483,2172,Americano,L,07-10-2025 14:13,105,NO,1
51301,1302,2091,Cold Coffee,L,29-06-2025 02:37,212,YES,5
51302,1217,2029,Mocha,M,14-06-2025 18:15,333,YES,2
51303,1250,2073,Cold Coffee,L,21-09-2025 15:15,365,YES,3
51304,1371,2097,Tea,S,04-11-2025 11:38,315,NO,2
51305,1150,2164,Cold Coffee,L,03-12-2025 01:37,295,NO,5
51306,1193,2099,Espresso,L,27-07-2025 15:18,393,NO,1
51307,1137,2116,Sandwich,S,18-06-2025 18:54,307,YES,2
51308,1288,2087,Mocha,M,03-07-2025 20:26,161,NO,5
51309,1390,2063,Cappuccino,M,19-09-2025 13:53,359,YES,1
51310,1258,2147,Hot Cocoa,M,18-09-2025 00:37,284,YES,5
51311,1022,2112,Americano,M,21-08-2025 22:48,325,YES,5
51312,1228,2155,Muffin,S,27-08-2025 17:20,91,YES,1
51313,1154,2019,Tea,S,28-09-2025 02:22,467,YES,3
51314,1339,2194,Muffin,L,11-11-2025 10:38,163,YES,4
51315,1056,2060,Cold Coffee,M,23-10-2025 23:12,288,YES,3
51316,1096,2064,Tea,M,07-08-2025 14:04,364,YES,4
51317,1171,2200,Cappuccino,S,29-11-2025 22:03,164,NO,3
51318,1385,2078,Hot Cocoa,S,27-07-2025 02:57,143,YES,4
51319,1163,2167,Americano,S,19-10-2025 13:25,228,NO,1
51320,1404,2146,Cold Coffee,M,17-11-2025 07:40,112,NO,4
51321,1460,2192,Hot Cocoa,L,30-06-2025 19:55,438,NO,5
51322,1276,2147,Cold Coffee,L,14-06-2025 08:02,359,YES,4
51323,1237,2142,Cappuccino,S,28-07-2025 22:22,120,NO,3
51324,1212,2133,Muffin,S,16-11-2025 06:32,247,YES,4
51325,1321,2097,Tea,L,27-08-2025 04:37,395,YES,5
51326,1203,2179,Latte,L,30-08-2025 17:15,239,NO,5
51327,1160,2177,Cappuccino,M,11-08-2025 06:56,381,NO,3
51328,1412,2169,Latte,S,30-06-2025 07:31,394,YES,5
51329,1348,2047,Muffin,L,04-11-2025 21:02,324,NO,2
51330,1357,2098,Espresso,M,28-06-2025 05:31,116,NO,1
51331,1217,2175,Latte,S,14-11-2025 20:56,385,NO,2
51332,1216,2081,Muffin,M,21-10-2025 22:56,411,YES,1
51333,1264,2149,Cappuccino,M,17-08-2025 12:33,386,YES,4
51334,1249,2002,Sandwich,S,29-09-2025 13:53,415,NO,2
51335,1153,2136,Sandwich,M,10-07-2025 22:57,104,NO,4
51336,1193,2175,Sandwich,L,20-11-2025 12:16,365,NO,4
51337,1255,2106,Cold Coffee,M,06-11-2025 10:56,303,NO,2
51338,1008,2080,Espresso,M,21-11-2025 05:07,266,NO,4
51339,1175,2138,Tea,L,01-09-2025 17:08,480,NO,3
51340,1494,2057,Sandwich,L,09-11-2025 13:54,391,YES,4
51341,1067,2063,Cold Coffee,M,08-11-2025 08:22,287,NO,2
51342,1438,2163,Sandwich,M,10-08-2025 13:20,438,NO,1
51343,1056,2102,Muffin,L,02-10-2025 07:42,257,YES,1
51344,1005,2178,Cappuccino,S,19-11-2025 08:22,175,YES,2
51345,1078,2076,Cold Coffee,M,28-08-2025 08:34,324,NO,3
51346,1206,2035,Cold Coffee,L,19-06-2025 06:53,279,YES,1
51347,1041,2046,Cappuccino,L,25-06-2025 14:44,127,NO,5
51348,1418,2065,Hot Cocoa,L,08-10-2025 09:00,278,YES,1
51349,1390,2138,Tea,S,06-09-2025 08:49,381,NO,4
51350,1365,2127,Tea,S,14-07-2025 05:59,120,YES,5
51351,1305,2092,Cappuccino,S,08-11-2025 22:17,219,NO,2
51352,1368,2105,Tea,S,08-10-2025 05:09,495,NO,1
51353,1076,2187,Latte,S,16-06-2025 14:17,184,NO,2
51354,1377,2195,Cold Coffee,M,20-07-2025 11:32,300,NO,5
51355,1374,2099,Americano,M,21-09-2025 19:25,259,YES,3
51356,1136,2132,Tea,M,01-07-2025 01:14,143,YES,5
51357,1167,2065,Mocha,M,15-06-2025 08:49,96,NO,3
51358,1157,2168,Cappuccino,M,10-10-2025 20:36,319,NO,2
51359,1446,2051,Muffin,S,03-07-2025 09:17,179,YES,4
51360,1147,2198,Tea,L,01-11-2025 19:53,457,NO,5
51361,1376,2022,Cold Coffee,M,28-11-2025 04:51,476,NO,2
51362,1125,2171,Tea,L,08-10-2025 18:46,427,YES,4
51363,1087,2008,Espresso,L,18-09-2025 20:32,274,YES,1
51364,1460,2122,Sandwich,L,08-06-2025 15:53,415,YES,1
51365,1311,2100,Cappuccino,S,25-07-2025 17:09,248,YES,1
51366,1198,2156,Tea,M,23-10-2025 20:45,359,YES,3
51367,1320,2059,Sandwich,S,24-11-2025 07:18,236,YES,1
51368,1440,2180,Tea,L,26-06-2025 09:00,343,YES,4
51369,1226,2122,Latte,M,14-09-2025 01:23,114,NO,3
51370,1089,2072,Americano,M,01-12-2025 05:38,423,NO,3
51371,1135,2110,Muffin,L,17-07-2025 01:00,499,NO,1
51372,1244,2155,Muffin,S,01-09-2025 15:49,440,YES,1
51373,1329,2176,Latte,S,09-10-2025 04:43,385,YES,2
51374,1275,2117,Mocha,L,27-10-2025 00:02,277,NO,5
51375,1271,2132,Tea,L,30-09-2025 11:56,111,NO,3
51376,1247,2149,Mocha,S,15-11-2025 20:10,325,YES,3
51377,1430,2116,Cold Coffee,M,18-08-2025 09:18,199,YES,1
51378,1442,2187,Mocha,L,29-10-2025 09:37,275,NO,2
51379,1138,2034,Hot Cocoa,L,10-10-2025 04:14,195,NO,2
51380,1267,2061,Americano,L,07-11-2025 01:42,132,YES,1
51381,1331,2169,Mocha,M,12-06-2025 01:17,280,YES,5
51382,1108,2045,Hot Cocoa,L,02-12-2025 15:58,105,YES,2
51383,1075,2032,Tea,S,09-06-2025 02:33,174,YES,2
51384,1456,2001,Tea,S,18-10-2025 12:29,347,NO,4
51385,1223,2098,Espresso,S,29-11-2025 22:11,95,NO,4
51386,1063,2003,Hot Cocoa,S,12-11-2025 00:27,231,YES,3
51387,1197,2024,Espresso,S,01-12-2025 07:52,450,YES,5
51388,1149,2082,Tea,L,22-06-2025 17:28,381,YES,4
51389,1142,2108,Americano,S,06-08-2025 08:27,238,NO,5
51390,1162,2174,Tea,S,06-06-2025 22:06,181,YES,4
51391,1428,2193,Cold Coffee,S,06-06-2025 21:26,269,NO,3
51392,1488,2191,Hot Cocoa,M,15-11-2025 04:14,118,NO,1
51393,1463,2177,Cappuccino,M,29-08-2025 06:19,422,NO,4
51394,1138,2024,Americano,S,28-11-2025 22:38,411,NO,3
51395,1154,2023,Hot Cocoa,L,16-11-2025 11:09,195,NO,1
51396,1414,2115,Espresso,M,25-06-2025 17:47,284,NO,5
51397,1241,2011,Mocha,L,09-06-2025 03:12,268,YES,4
51398,1215,2141,Cappuccino,M,21-09-2025 18:44,152,NO,5
51399,1372,2146,Espresso,L,23-08-2025 21:43,161,NO,5
51400,1236,2004,Latte,L,29-08-2025 09:07,365,YES,4
51401,1271,2175,Mocha,L,20-06-2025 07:39,266,YES,3
51402,1412,2152,Muffin,S,15-08-2025 16:54,312,YES,5
51403,1233,2097,Americano,L,29-09-2025 16:36,201,YES,1
51404,1483,2023,Cold Coffee,M,24-11-2025 07:41,439,NO,4
51405,1435,2162,Espresso,L,22-09-2025 18:32,175,NO,1
51406,1155,2021,Espresso,L,16-08-2025 18:38,151,YES,4
51407,1185,2086,Muffin,M,29-06-2025 01:59,315,NO,4
51408,1149,2181,Hot Cocoa,L,29-10-2025 10:48,150,NO,3
51409,1198,2155,Espresso,S,24-06-2025 23:09,357,YES,3
51410,1048,2156,Sandwich,M,02-07-2025 23:09,303,NO,2
51411,1084,2037,Cold Coffee,M,10-08-2025 02:53,342,YES,4
51412,1028,2182,Sandwich,L,26-10-2025 05:43,267,NO,2
51413,1054,2142,Mocha,L,02-08-2025 05:35,270,NO,1
51414,1164,2112,Mocha,S,06-06-2025 18:32,375,YES,2
51415,1433,2094,Hot Cocoa,S,22-10-2025 03:22,374,YES,1
51416,1033,2162,Muffin,S,02-12-2025 21:29,440,NO,4
51417,1141,2014,Hot Cocoa,S,17-07-2025 05:41,149,NO,4
51418,1091,2129,Muffin,L,02-10-2025 20:41,247,NO,1
51419,1030,2023,Espresso,L,10-10-2025 19:24,498,YES,2
51420,1353,2068,Muffin,M,22-07-2025 21:18,126,YES,4
51421,1038,2100,Latte,M,07-06-2025 10:12,326,YES,1
51422,1403,2090,Latte,L,19-10-2025 18:05,465,YES,1
51423,1060,2148,Tea,S,02-10-2025 17:51,171,NO,1
51424,1418,2169,Latte,M,12-07-2025 07:35,298,YES,1
51425,1381,2093,Cappuccino,M,16-06-2025 13:12,500,YES,2
51426,1023,2009,Espresso,S,10-11-2025 10:23,300,NO,1
51427,1003,2124,Cold Coffee,L,14-11-2025 09:04,414,YES,5
51428,1294,2080,Espresso,L,02-08-2025 02:44,196,YES,5
51429,1268,2120,Sandwich,L,22-09-2025 01:08,373,YES,4
51430,1177,2034,Mocha,M,05-09-2025 21:47,472,YES,4
51431,1429,2188,Espresso,L,07-11-2025 04:53,449,YES,4
51432,1104,2080,Sandwich,S,28-11-2025 07:18,474,YES,1
51433,1133,2086,Tea,S,13-08-2025 12:34,476,NO,2
51434,1351,2047,Muffin,M,26-11-2025 11:59,231,YES,3
51435,1225,2066,Hot Cocoa,M,22-11-2025 09:55,157,NO,5
51436,1031,2104,Hot Cocoa,L,29-08-2025 18:18,99,NO,4
51437,1100,2151,Americano,L,25-07-2025 00:34,233,YES,5
51438,1156,2046,Cappuccino,S,19-08-2025 12:15,488,NO,4
51439,1469,2036,Espresso,S,09-08-2025 10:57,251,YES,4
51440,1418,2114,Cold Coffee,L,15-06-2025 22:40,281,NO,4
51441,1318,2086,Mocha,S,15-08-2025 22:29,283,YES,2
51442,1290,2047,Muffin,L,12-06-2025 19:37,356,NO,3
51443,1055,2011,Espresso,L,20-10-2025 02:34,238,YES,5
51444,1053,2060,Cold Coffee,S,25-06-2025 15:40,316,NO,1
51445,1308,2176,Cappuccino,S,09-08-2025 00:10,492,NO,4
51446,1350,2100,Cappuccino,L,20-10-2025 15:54,170,YES,1
51447,1208,2184,Mocha,S,06-08-2025 09:41,498,NO,1
51448,1350,2046,Tea,S,13-10-2025 16:53,149,YES,4
51449,1462,2081,Mocha,M,22-11-2025 12:33,110,YES,2
51450,1441,2107,Espresso,S,21-06-2025 12:59,243,YES,3
51451,1110,2185,Americano,M,08-11-2025 03:48,415,NO,4
51452,1325,2159,Cappuccino,S,30-08-2025 06:36,224,YES,4
51453,1052,2196,Cappuccino,L,13-07-2025 08:26,146,NO,5
51454,1282,2013,Espresso,L,28-10-2025 12:29,382,NO,1
51455,1468,2060,Sandwich,S,15-06-2025 13:28,84,NO,3
51456,1491,2174,Espresso,S,04-08-2025 06:07,475,YES,2
51457,1354,2149,Espresso,S,30-07-2025 02:02,258,YES,1
51458,1450,2055,Espresso,S,12-09-2025 13:28,393,NO,1
51459,1037,2139,Sandwich,L,03-10-2025 07:53,128,YES,3
51460,1451,2158,Hot Cocoa,S,20-09-2025 03:02,263,NO,2
51461,1466,2096,Cold Coffee,M,04-07-2025 15:52,103,NO,4
51462,1037,2009,Hot Cocoa,M,08-09-2025 18:11,371,YES,1
51463,1204,2147,Americano,L,17-06-2025 15:04,117,NO,4
51464,1245,2068,Latte,L,27-11-2025 02:08,203,NO,5
51465,1137,2178,Cold Coffee,L,25-11-2025 23:41,191,YES,5
51466,1435,2074,Sandwich,L,19-10-2025 22:09,271,YES,1
51467,1002,2101,Tea,M,18-08-2025 09:56,468,YES,3
51468,1168,2003,Cold Coffee,S,07-10-2025 02:32,258,YES,1
51469,1253,2055,Espresso,M,25-07-2025 17:58,146,NO,2
51470,1147,2028,Americano,L,25-07-2025 16:25,174,YES,2
51471,1339,2147,Cold Coffee,S,18-07-2025 16:56,484,YES,3
51472,1170,2025,Cold Coffee,S,27-10-2025 08:50,483,YES,5
51473,1021,2165,Muffin,L,15-06-2025 05:18,262,YES,1
51474,1327,2196,Cappuccino,L,25-07-2025 09:27,204,YES,2
51475,1454,2030,Latte,M,21-08-2025 10:39,307,YES,2
51476,1316,2002,Mocha,L,10-08-2025 04:02,313,NO,5
51477,1285,2140,Mocha,M,19-11-2025 15:59,369,YES,1
51478,1088,2152,Cappuccino,L,02-11-2025 22:31,296,NO,2
51479,1203,2012,Cold Coffee,S,26-08-2025 14:09,423,YES,1
51480,1453,2178,Cold Coffee,M,17-08-2025 01:37,261,YES,1
51481,1131,2119,Cappuccino,S,19-10-2025 03:34,385,YES,1
51482,1465,2114,Hot Cocoa,S,08-11-2025 18:44,256,YES,2
51483,1366,2193,Sandwich,S,11-07-2025 08:18,176,NO,2
51484,1051,2166,Americano,L,12-10-2025 10:06,167,YES,3
51485,1465,2135,Sandwich,L,25-09-2025 10:46,330,YES,3
51486,1290,2025,Latte,S,03-11-2025 06:37,137,NO,2
51487,1275,2096,Muffin,L,21-09-2025 03:05,121,NO,5
51488,1384,2119,Cappuccino,S,20-10-2025 21:52,433,YES,4
51489,1285,2133,Muffin,L,15-06-2025 23:43,464,NO,2
51490,1246,2137,Latte,L,19-11-2025 20:02,190,YES,5
51491,1193,2156,Tea,L,29-11-2025 15:33,377,NO,2
51492,1412,2131,Mocha,M,24-11-2025 11:49,239,YES,1
51493,1264,2036,Mocha,L,30-10-2025 14:57,324,YES,1
51494,1028,2046,Hot Cocoa,S,03-10-2025 15:24,230,YES,2
51495,1070,2170,Mocha,S,25-07-2025 03:19,125,NO,3
51496,1250,2072,Tea,L,01-07-2025 18:46,463,YES,1
51497,1216,2093,Cappuccino,L,08-06-2025 04:40,424,YES,1
51498,1066,2010,Cappuccino,S,16-06-2025 01:24,221,YES,2
51499,1437,2034,Hot Cocoa,L,30-08-2025 10:33,334,NO,2
51500,1357,2027,Hot Cocoa,M,23-10-2025 14:31,179,YES,2
51501,1258,2024,Mocha,M,25-11-2025 07:43,104,NO,3
51502,1203,2051,Muffin,L,13-11-2025 09:18,109,NO,5
51503,1119,2113,Mocha,M,14-08-2025 07:31,283,YES,5
51504,1276,2058,Cappuccino,S,16-10-2025 23:46,91,YES,5
51505,1046,2107,Espresso,L,28-10-2025 08:27,117,NO,3
51506,1194,2156,Hot Cocoa,S,27-09-2025 05:36,463,YES,1
51507,1484,2008,Americano,S,16-11-2025 17:47,459,NO,1
51508,1318,2100,Mocha,S,05-07-2025 12:02,370,YES,2
51509,1481,2031,Espresso,M,08-06-2025 22:18,336,YES,3
51510,1208,2143,Cold Coffee,M,16-11-2025 14:28,281,NO,1
51511,1197,2060,Sandwich,M,05-07-2025 21:59,123,NO,3
51512,1186,2016,Muffin,L,31-07-2025 22:20,478,NO,3
51513,1336,2010,Mocha,M,21-08-2025 05:41,180,NO,5
51514,1395,2049,Muffin,S,24-09-2025 10:05,293,NO,1
51515,1155,2166,Americano,M,08-07-2025 16:39,312,YES,2
51516,1434,2044,Hot Cocoa,S,29-08-2025 10:56,140,YES,3
51517,1496,2038,Hot Cocoa,S,05-11-2025 19:20,290,YES,3
51518,1482,2168,Cappuccino,M,14-10-2025 23:51,157,YES,5
51519,1436,2132,Muffin,S,17-09-2025 20:47,456,NO,5
51520,1487,2176,Hot Cocoa,S,27-10-2025 21:18,398,NO,2
51521,1328,2062,Espresso,M,29-11-2025 10:04,500,YES,5
51522,1293,2175,Mocha,M,19-07-2025 01:11,182,NO,2
51523,1455,2035,Tea,M,03-09-2025 17:12,175,NO,1
51524,1187,2137,Americano,S,23-07-2025 21:19,213,YES,1
51525,1415,2177,Cappuccino,S,21-06-2025 11:48,441,NO,5
51526,1256,2104,Tea,M,23-10-2025 18:48,216,NO,4
51527,1399,2187,Tea,L,23-09-2025 16:12,425,NO,4
51528,1170,2117,Cold Coffee,L,22-10-2025 11:45,448,NO,3
51529,1485,2052,Mocha,S,29-08-2025 23:44,269,NO,3
51530,1202,2099,Mocha,S,28-08-2025 21:16,186,NO,2
51531,1041,2046,Cappuccino,M,17-08-2025 01:08,91,YES,5
51532,1171,2159,Cappuccino,L,23-06-2025 05:03,497,NO,2
51533,1390,2103,Muffin,M,05-11-2025 22:34,270,NO,4
51534,1155,2115,Muffin,S,18-11-2025 22:27,202,YES,4
51535,1446,2071,Mocha,S,16-08-2025 15:50,477,YES,3
51536,1093,2099,Americano,M,16-06-2025 10:24,421,NO,5
51537,1299,2051,Muffin,S,25-08-2025 21:15,498,YES,3
51538,1398,2082,Espresso,S,23-10-2025 17:03,494,YES,4
51539,1291,2106,Cold Coffee,L,02-11-2025 19:02,314,YES,1
51540,1493,2175,Latte,S,17-09-2025 22:27,410,YES,4
51541,1482,2136,Latte,S,03-07-2025 19:16,141,YES,3
51542,1374,2141,Espresso,S,01-12-2025 02:40,365,NO,3
51543,1081,2054,Latte,L,30-07-2025 11:00,458,YES,4
51544,1456,2130,Muffin,M,28-07-2025 01:41,428,NO,1
51545,1058,2128,Tea,L,07-07-2025 23:31,411,YES,5
51546,1211,2088,Hot Cocoa,S,28-11-2025 22:24,307,NO,4
51547,1068,2148,Tea,M,16-10-2025 15:18,245,NO,2
51548,1100,2120,Latte,S,30-07-2025 07:44,111,YES,3
51549,1418,2040,Tea,L,18-06-2025 10:08,92,NO,3
51550,1333,2133,Tea,S,13-06-2025 06:34,92,YES,4
51551,1439,2175,Muffin,L,01-07-2025 01:43,113,NO,2
51552,1164,2119,Cold Coffee,S,27-08-2025 19:42,93,NO,2
51553,1496,2147,Cold Coffee,S,02-11-2025 14:00,191,NO,5
51554,1413,2161,Hot Cocoa,S,10-09-2025 05:03,164,YES,2
51555,1063,2051,Cappuccino,L,12-08-2025 08:56,259,YES,5
51556,1398,2101,Hot Cocoa,L,11-06-2025 09:56,387,YES,5
51557,1372,2162,Muffin,S,12-08-2025 00:06,145,NO,5
51558,1181,2169,Cold Coffee,S,05-07-2025 00:30,166,YES,4
51559,1117,2180,Tea,S,26-11-2025 17:40,347,YES,1
51560,1148,2094,Hot Cocoa,L,18-10-2025 21:00,480,YES,3
51561,1116,2034,Hot Cocoa,M,28-08-2025 02:13,124,NO,1
51562,1241,2102,Espresso,S,21-09-2025 06:00,315,YES,5
51563,1096,2100,Latte,M,06-11-2025 05:02,141,YES,2
51564,1196,2010,Hot Cocoa,S,09-09-2025 15:09,143,YES,4
51565,1052,2091,Cold Coffee,L,15-10-2025 19:44,366,YES,1
51566,1494,2127,Hot Cocoa,L,29-08-2025 15:08,442,NO,5
51567,1441,2067,Cold Coffee,M,15-07-2025 02:35,246,NO,3
51568,1068,2038,Americano,S,18-10-2025 08:42,158,YES,2
51569,1471,2183,Cold Coffee,S,07-10-2025 11:12,134,NO,3
51570,1079,2089,Muffin,L,11-11-2025 14:28,420,YES,2
51571,1376,2091,Sandwich,S,18-08-2025 10:10,173,NO,2
51572,1191,2168,Sandwich,M,23-07-2025 06:02,405,NO,2
51573,1035,2166,Mocha,L,16-06-2025 23:23,219,NO,4
51574,1142,2027,Hot Cocoa,S,08-09-2025 12:00,422,NO,2
51575,1439,2144,Muffin,S,11-10-2025 01:14,367,NO,2
51576,1007,2169,Latte,S,03-11-2025 15:46,277,YES,4
51577,1339,2015,Hot Cocoa,M,13-10-2025 03:25,284,YES,5
51578,1425,2185,Espresso,L,16-08-2025 03:52,277,YES,3
51579,1375,2071,Americano,S,15-08-2025 09:57,243,NO,5
51580,1038,2045,Latte,M,23-06-2025 00:06,299,NO,1
51581,1040,2145,Mocha,M,28-08-2025 08:57,219,YES,5
51582,1478,2172,Espresso,L,24-10-2025 04:43,272,YES,5
51583,1165,2116,Latte,M,09-11-2025 11:59,174,YES,4
51584,1412,2001,Mocha,S,25-07-2025 11:03,166,NO,2
51585,1342,2004,Sandwich,L,21-11-2025 13:02,413,NO,1
51586,1070,2187,Americano,S,05-07-2025 06:37,237,YES,2
51587,1293,2063,Cappuccino,L,23-08-2025 13:42,316,NO,4
51588,1019,2145,Americano,M,18-07-2025 01:57,117,YES,4
51589,1252,2124,Hot Cocoa,S,08-11-2025 03:32,388,YES,2
51590,1225,2167,Hot Cocoa,L,01-11-2025 16:34,94,NO,3
51591,1357,2148,Sandwich,L,04-10-2025 22:08,323,NO,3
51592,1122,2164,Cappuccino,L,17-10-2025 05:08,372,NO,2
51593,1060,2155,Espresso,L,02-11-2025 17:23,275,NO,3
51594,1097,2008,Latte,L,25-10-2025 00:13,482,NO,2
51595,1120,2032,Cappuccino,S,06-07-2025 23:56,141,YES,3
51596,1432,2007,Mocha,M,10-11-2025 00:34,273,NO,3
51597,1289,2164,Tea,M,07-09-2025 09:46,83,YES,1
51598,1072,2108,Cappuccino,M,04-08-2025 15:57,238,NO,4
51599,1206,2077,Sandwich,M,29-09-2025 09:04,310,NO,1
51600,1215,2052,Mocha,M,28-08-2025 01:20,433,YES,3
51601,1440,2085,Latte,S,24-08-2025 04:29,205,NO,3
51602,1358,2057,Muffin,S,13-06-2025 12:29,381,NO,3
51603,1290,2110,Tea,M,30-08-2025 22:04,120,YES,5
51604,1333,2092,Hot Cocoa,L,19-10-2025 08:26,274,YES,3
51605,1106,2013,Muffin,M,29-09-2025 11:18,318,YES,2
51606,1189,2090,Cold Coffee,S,16-09-2025 22:29,162,NO,4
51607,1346,2053,Mocha,M,21-07-2025 19:12,120,NO,5
51608,1149,2135,Tea,L,21-08-2025 14:48,258,NO,4
51609,1337,2112,Americano,M,09-08-2025 08:54,465,NO,3
51610,1382,2057,Muffin,L,26-07-2025 04:39,482,YES,3
51611,1314,2032,Muffin,L,01-10-2025 09:31,381,YES,5
51612,1125,2181,Muffin,M,26-09-2025 12:15,310,NO,2
51613,1295,2070,Americano,M,09-06-2025 13:08,349,YES,2
51614,1115,2013,Cold Coffee,M,11-09-2025 09:37,295,YES,5
51615,1371,2123,Espresso,S,25-09-2025 23:40,422,NO,1
